Date,Service Category,Program Area,Program Type,Provider,Program Site Name,Borough,Street Address,City,State,Postcode,Latitude,Longitude,Community Board,Community Name,Council District,Census Tract 2010,NDA,NTA,BIN,BBL,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
06/01/2019,Educational Services,CSBG,High School,"Sauti Yetu Center for African Women, Inc.",International Communtiy High School,Bronx,345 BROOK AVENUE,Bronx,NY,10454,40.81004,-73.91779,Bronx CD 001,Mott Haven-Port Morris,Council District 008 Manhattan,41,Bronx Neighborhood Development Area 001,BX39,2000391,2022860036,POINT (-73.91779 40.81004),10932,49,5,35,23
06/01/2019,Family Support,Beacon,Beacon,"Catholic Charities Community Services, Archdiocese of NY",JHS 143 ELEANOR ROOSEVELT (M143),Manhattan,511 WEST 182 STREET,New York,NY,10033,40.84891,-73.93095,Manhattan CD 012,Washington Heights North,Council District 010 Manhattan,269,Manhattan Neighborhood Development Area 012,MN35,1063703,1021550035,POINT (-73.93095 40.848910000000004),13091,47,4,39,22
06/01/2019,Educational Services,Cornerstone,Cornerstone,"CAMBA, Inc.",Howard - CAMBA,Brooklyn,90 Watkins Street,Brooklyn,NY,11212,40.67084,-73.90818,NULL,NULL,Council District 41 Brooklyn,906,NULL,BK81,3348343,3034890001,POINT (-73.90818 40.67084),17614,55,2,17,46
06/01/2019,Family Support,Cornerstone,Cornerstone,University Settlement Society of New York,Ingersoll - Univeristy Settlement,Brooklyn,177 Myrtle St.,Brooklyn,NY,11201,40.69383,-73.98217,NULL,NULL,NULL,,NULL,NULL,,,POINT (-73.98217 40.69383),16865,68,2,48,55
06/01/2019,Educational Services,SYEP,NYCHA MAP,The Children's Aid Society,Children's Aid: Harlem Office,Manhattan,4 West 43rd Street,New York,NY,10036,40.75437,-73.98093,Manhattan CD 005,Midtown-Midtown South,Council District 004 Manhattan,96,NDA Not-defined,MN17,1034201,1012580042,POINT (-73.98093 40.75437),10094,11,4,51,8
06/01/2019,Educational Services,Literacy and Immigrant Services,ESL Civics,"Mosholu Montefiore Community Center, Inc.",Beacon 8,Bronx,3010 Briggs Ave,Bronx,NY,10458,40.87261,-73.88357,Bronx CD 007,Bedford Park-Fordham North,Council District 011 Bronx,415,Bronx Neighborhood Development Area 007,BX05,2094734,2032990060,POINT (-73.88357 40.87261),10936,24,5,40,34
06/01/2019,Housing Support,CSBG,NDA Healthy Families,Council of Jewish Organizations of Flatbush Inc,COJO Flatbush Main Office,Brooklyn,1523 Avenue M,Brooklyn,NY,11230,40.61808,-73.95943,Brooklyn CD 014,Midwood,Council District 044 Brooklyn,768,Brooklyn Neighborhood Development Area 014,BK43,3406670,3067350044,POINT (-73.95943 40.61808),13513,60,2,18,43
06/01/2019,Educational Services,Compass,COMPASS Middle School,NIA Community Services Network Inc,The Christa McAuliffe School\I.S. 187,Brooklyn,1171 65 STREET,BROOKLYN,NY,11219,40.62782,-74.00405,NULL,NULL,NULL,,NULL,NULL,3142008,3057450029,POINT (-74.00405 40.62782),17621,10,2,7,41
06/01/2019,Family Support,CSBG,NDA Healthy Families,"BronxWorks, Inc.","BronxWorks, Inc.",Bronx,60 East Tremont Avenue,Bronx,NY,10453,40.85106,-73.908,Bronx CD 005,Mount Hope,Council District 014 Bronx,23301,Bronx Neighborhood Development Area 005,BX41,2007915,2028280020,POINT (-73.908 40.85106),10931,6,5,29,29
06/01/2019,Educational Services,SYEP,Older Youth (OY),"Catholic Charities Neighborhood Services, Inc.",SYEP,Brooklyn,191 Joralemon Street,Brooklyn,NY,11201,40.69267,-73.99179,Brooklyn CD 002,Brooklyn Heights-Cobble Hill,Council District 033 Brooklyn,9,NDA Not-defined,BK09,3002244,3002550008,POINT (-73.99179 40.69267),16865,68,2,38,54
06/01/2019,Family Support,Literacy and Immigrant Services,ESL Civics,Kingsbridge Heights Community Center Inc,Kingsbridge Heights Community Center Annex,Bronx,538 East Fordham Road,Bronx,NY,10458,40.85929,-73.88713,Bronx CD 006,Belmont,Council District 015 Bronx,,Bronx Neighborhood Development Area 006,NULL,2011812,2030590036,POINT (-73.88713 40.85929),10936,35,5,22,31
06/01/2019,Housing Support,CSBG,Seniors,"Neighborhood Self-Help by Older Persons Projects, Inc.",Lafayette Estates,Bronx,825 Boynton ave,Bronx,NY,10473,40.82014,-73.87626,Bronx CD 009,Soundview-Castle Hill-Clason Point-Harding Park,Council District 017 Bronx,28,Bronx Neighborhood Development Area 009,BX09,2092720,2036230020,POINT (-73.87626 40.82014),11611,58,5,43,26
06/01/2019,Family Support,Cornerstone,Cornerstone,"United Activities Unlimited, Inc.",South Beach - UAU,NULL,155 Norway Avenue,Staten Island,NY,10305,40.59426,-74.07913,Richmond Community Districts,NULL,NULL,,NULL,NULL,,,POINT (-74.07913 40.59426),10692,30,1,14,76
06/01/2019,Educational Services,CSBG,Opportunity Youth Support,Southeast Bronx Neighborhood Centers Inc,"Southeast Bronx Neighborhood Center, Inc. (SEBNC)",Bronx,955 Tinton Avenue,Bronx,NY,10456,40.8231,-73.90299,Bronx CD 003,Morrisania-Melrose,Council District 016 Bronx,133,Bronx Neighborhood Development Area 003,BX35,2091964,2026390001,POINT (-73.90299 40.8231),10934,34,5,42,25
06/01/2019,Educational Services,Cornerstone,Cornerstone,"Directions For Our Youth, Inc.",Butler - DFOY,Bronx,1368 Webster Avenue,Bronx,NY,10456,40.83565,-73.90724,NULL,NULL,NULL,,NULL,NULL,2092072,2028940001,POINT (-73.90724 40.83565),10934,34,5,42,25
06/01/2019,Family Support,CSBG,High School,"BronxWorks, Inc.",Carolyn McLaughlin Community Center,Bronx,1130 Grand Concourse,Bronx,NY,10456,40.83233,-73.91959,Bronx CD 004,East Concourse-Concourse Village,Council District 016 Bronx,18102,Bronx Neighborhood Development Area 004,BX14,2002833,2024620042,POINT (-73.91959 40.83233),10930,50,5,42,27
06/01/2019,Family Support,CSBG,High School,Research Foundation of CUNY,Brooklyn Lab School,Brooklyn,999 Jamaica Avenue,Brooklyn,NY,11208,40.69115,-73.86833,Brooklyn CD 005,park-cemetery-etc-Brooklyn,Council District 037 Brooklyn,1180,NDA Not-defined,BK99,3090738,3040940001,POINT (-73.86833 40.69115),17215,45,2,37,47
06/01/2019,Educational Services,SYEP,Older Youth (OY),Chinese-American Planning Council Inc,Chinese American Planning Council,Manhattan,165 Eldridge Street,New York,NY,10002,40.72007,-73.991,Manhattan CD 003,Chinatown,Council District 001 Manhattan,18,Manhattan Neighborhood Development Area 003,MN27,1075907,1004200068,POINT (-73.991 40.72007),11723,70,4,32,2
06/01/2019,Family Support,Beacon,Beacon,SCO Family of Services,PS 1,Brooklyn,309 47 STREET,BROOKLYN,NY,11220,40.64904,-74.01229,NULL,NULL,Council District 38 Brooklyn,80,NULL,BK32,3011821,3007550022,POINT (-74.01229 40.64904),18180,9,2,7,45
